title,url,date,imageurl,description,autokwd,company,screenshot,tag,platform
El Shaddai ASCENSION OF THE METATRON HD Remaster,https://store.nintendo.co.kr/70010000057899,2024-04-28,https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/5/4/54aab6aec16f0682a93edbd1aeff5ca82d5ae05dfeca83f1d992a61c4dba376e_1705911083.jpg,"예약구입 상품입니다.
한 번쯤 들어본 숨겨진 명작!
재미의 정수를 가득 담은 화제의 액션게임.
엘 샤다이가 Full HD로 닌텐도 스위치에 등장!
◆끊임없이 변화하는 질리지 않는 비주얼 체험!
""계속 변화하는 세계""와 ""누구나 좋아하는 화면""을 키워드로 구현한 회화 같은 비주얼 표현, 디자인, 세계관을 즐겨보세요. 살아 움직이는 듯 끝없이 변하는 혁신적이고 독창적인 비주얼이 향수를 자극합니다.

◆간단한 조작으로 체감하는 박력 넘치는 액션!
공격, 점프, 방어, 무기 빼앗기 단 4개의 버튼만으로 게임을 즐기세요.
조작이 쉬워 설명서가 없어도 누구나 즐길 수 있습니다. 간단하지만, 타이밍, 동시 입력, 딜레이, 연타 등, 다양한 입력 방법을 활용해 박진감 넘치는 플레이를 즐길 수 있습니다.
""간단하지만 심오한"" 게임성을 느껴보세요.

◆추가 요소
본 게임은 Full HD를 지원하며 로딩 시간 단축 및 최적화 작업이 진행되었습니다.
또한, 추가 특전으로 클리어 이후의 스토리를 풀어낸 특전 소설 '-루시펠의 타락- 세타기'와 El Shaddai ASCENSION OF THE METATRON ArtBook을 수록하고 있습니다.",['El Shaddai ASCENSION OF THE METATRON HD Remaster'],crim,"['https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/5/4/54aab6aec16f0682a93edbd1aeff5ca82d5ae05dfeca83f1d992a61c4dba376e_1705911083.jpg', 'https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/5/4/54aab6aec16f0682a93edbd1aeff5ca82d5ae05dfeca83f1d992a61c4dba376e_1705911083.jpg', 'https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/7/5/75f266146603d41150b68693d91dc0f5328f5ac72edfb17f16f682b2d0fbaa98_1705911083.jpg', 'https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/e/a/ea39c827ba456317e1bb5818e1a72fdccd5361112e95aef2a588608c6dee082e_1705911083.jpg', 'https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/a/1/a1f2021d13b935b2cb745c3a58ce8c596f037a441c6b50593f710dc69252ce6e_1705911083.jpg', 'https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/e/8/e8417efd677b6278ba9842cba0143a6c5666ba4096f159f1f3f5489de24a686f_1705911083.jpg', 'https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/0/c/0cf51f8a2479faf60cd24469cc0df936329dd672db3b16552120bbabdc651336_1705911083.jpg']",['액션'],['switch']
Freedom Planet 2,https://store.nintendo.co.kr/70010000074256,2024-04-04,https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/e/1/e1960120226098393b9676be160ba9f61f51f438b33303f4d4da227d53c2e03e_1705479286.jpg,"예약구입 상품입니다.
빠른 스피드의 플랫폼 게임 프리덤 플래닛이 새로운 기능, 더욱 다양한 플레이 방법과 함께 돌아왔습니다! 게임을 모두 플레이하여 아발리스 세계를 지키세요!
오래 기다리셨습니다! 놀라운 인디 액션 플랫폼 히트작, 프리덤 플래닛의 속편이 돌아왔어요. 강렬한 아발리스의 세계로 복귀해 고대의 위협과 맞서 싸우세요. 오리지널 버전의 사건 이후 세 명의 영웅은 자기만의 능력을 갈고닦았고, 전보다 훨씬 막강해졌습니다. 라일락의 드래곤 부스트를 활용하고, 캐롤의 점프 디스크나 오토바이로 새로운 높이에 도달해보세요. 밀라의 쉴드를 이용해 더 신중하게 접근해도 좋겠죠. 새롭게 플레이 가능한 캐릭터, 니라도 빠뜨릴 수 없습니다. 니라는 강력한 프로스트 아트를 이용해 적을 무찌를 수 있거든요. 빠른 속도의 플랫폼 모험을 통해 전작과 마찬가지로 짜릿한 모멘텀 기반의 액션을 제공하면서, 새로운 게임 플레이 시스템과 개선된 기능으로 발전된 형식을 선보인답니다.

전문가의 손을 거친 스테이지 24개, 야심차게 확장한 어드벤처 모드, 레트로하면서도 세련된 2D 비주얼, 그리고 많은 요청을 받았던 보스 러시 모드까지. 프리덤 플래닛 2는 진정한 플랫폼 게임의 강자가 된, 특별한 인디 게임입니다.

◆풍부해진 플레이 방식
어드벤처 모드에서 아발리스를 탐험하며 100명이 넘는 NPC를 만날 수 있습니다. 세계를 구출한 다음엔, 클래식 모드의 액션으로 뛰어들거나 새로운 보스 러시 모드에서 가장 맹렬한 적들에게 도전장을 날리세요.

◆세상을 구하는 영웅들
토요일 만화 영화 모험을 떠올리게 하는 스토리에서 자기만의 능력과 관점을 지닌 역대급 여성 주인공 캐스트. 여기에 적에서 친구로 변신한 니라가 합류합니다.

◆용감하게, 과감하게
스테이지가 너무 어려운가요? 아니면 너무 쉬운가요? 새로운 장착형 아이템 시스템으로 게임의 규칙을 바꾸고 최적의 난이도를 설정하세요. 유용한 쉴드 구체를 처음부터 소환하기, 모든 아이템 상자를 폭탄으로 바꾸기, 그 밖의 다양한 방법을 통해 챌린지 난이도를 변경할 수 있습니다.

◆스마트하게 싸우고, 더 오래 살아남기
새로운 가드 버튼을 이용해 적의 공격을 막아내세요. 가끔은 지원 효과가 추가되기도 한답니다. 또한 새로운 부활 시스템을 통해 추가 생명을 걸고 재기의 기회를 잡아, 끈질기게 승리를 이어가세요.",['Freedom Planet 2'],XSEED Games,"['https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/e/1/e1960120226098393b9676be160ba9f61f51f438b33303f4d4da227d53c2e03e_1705479286.jpg', 'https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/e/1/e1960120226098393b9676be160ba9f61f51f438b33303f4d4da227d53c2e03e_1705479286.jpg', 'https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/b/6/b63712f772196d363eb3317a753cabad3b40d64b8c6e6f6c1165226363d3c4bc_1705479286.jpg', 'https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/4/4/443694e06be1ca069de82dd78d4185b137776a474070f76a9e0fe93f89af8d06_1705479286.jpg', 'https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/6/a/6af7610c481d422cace4660ef51d7cda322a764d50315a75f3d3255a86a7bede_1705479286.jpg', 'https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/a/9/a980e58bac2f0e6321ddd97ecaca73040db78135ff739b829d6e9d95ef925f36_1705479286.jpg', 'https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/6/f/6f12e8c3935fc8631ad8c58d417d58e6b60319e99e6986161f8dafa8f7500b1f_1705479286.jpg']","['액션', '어드벤처']",['switch']
Colony Defense - The Ultimate Minimalist Tower Base Defense Game,https://store.nintendo.co.kr/70010000075312,2024-04-04,https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/3/7/378aae28fe9e8d0d2df4cff70b87d37494ccd6c7e8951d9d04f8920b33063830_1701764202.jpg,"예약구입 상품입니다.
중독성이 강한 최고의 미니멀리스트 타워 디펜스 전략 게임입니다.
필수 요소에 초점을 맞춘 독특하고 흥미진진한 전략 게임을 찾고 계십니까? 그렇다면 당신은 바로 여기에 있습니다.

중독성 있고 미니멀한 궁극의 타워 디펜스/기지 디펜스 게임에서 우주를 가로지르는 여행을 떠나 신비한 공격 크립으로부터 최대한 많은 인간 식민지를 구하세요.

COLONY DEFENSE에서는 고전적인 전략 게임과 퍼즐 논리를 결합하고 불필요한 복잡한 요소를 모두 제거했습니다. 전술과 계획이 결합되어 독특하고 매혹적인 게임 경험을 선사합니다. 매우 중독성이 있습니다!

압도적인 수의 외계인 공격에 맞서 우주 식민지를 성공적으로 방어하시겠습니까? 무거운 특수 무기를 사용하지 않고도 할 수 있습니까, 아니면 전장을 폭격하시겠습니까?

우주 깊은 곳으로 여행을 떠나 궁극의 독특하고 분위기 있고 비교할 수 없는 타워 디펜스 경험을 즐겨보세요.

COLONY DEFENSE는 오랫동안 여러분의 마음을 사로잡을 수 있는 능력을 갖추고 있습니다.

참고: 이 게임은 터치 스크린 기능만 사용하여 플레이합니다!

McPeppergames 팀",['Colony Defense - The Ultimate Minimalist Tower Base Defense Game'],McPeppergames,"['https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/3/7/378aae28fe9e8d0d2df4cff70b87d37494ccd6c7e8951d9d04f8920b33063830_1701764202.jpg', 'https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/3/7/378aae28fe9e8d0d2df4cff70b87d37494ccd6c7e8951d9d04f8920b33063830_1701764202.jpg', 'https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/1/f/1f0b5b767b5426f1490e7522027429f43e767d97be4f64449a14664821db2ad1_1701764202.jpg', 'https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/9/b/9b01eef58923c3dbdecfb763745dfbd8780ceac27a1f29265ba46c1d247bd68f_1701764202.jpg', 'https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/0/6/060a898ce097b8fbfeadd718d90cfb40d3e804ad6cde1d5aec20a1679e7abd84_1701764202.jpg', 'https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/9/1/915471ca49b35bac3286556f1efd29916904be6802486f396ee882f224ab8e90_1701764202.jpg', 'https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/c/2/c255e0076a102f9c8272d08159150bb4456f305abe1f27c087b8d3303c670a3e_1701764202.jpg']","['액션', '전략', '아케이드', '퍼즐']",['switch']
프린세스 피치 Showtime!,https://store.nintendo.co.kr/70010000072183,2024-03-22,https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/_/s/_showtime_.jpg,"현재 닌텐도 e숍에서 예약판매 중입니다.
닌텐도 온라인 스토어에서의 판매는 후일 실시 예정입니다.
피치공주가 주인공인 쇼의 막이 열립니다.
많은 무대가 열리는 「반짝임 극장」에 온 피치공주 일행.
그런데 그곳에 갑자기 나타난 「그레이프 극단」에게 극장을 빼앗겨 버립니다. 비극으로 변한 무대를 구하기 위해 피치공주는 그레이프 극단에 맞서게 되는데...

◆「스텔라」와 협력
극장을 지키는 요정 「스텔라」에게 받은 리본의 힘으로 무대 위에서 어려움에 처한 사람들을 돕거나 앞 길을 막는 그레이프 극단의 부하와 싸우기도 합니다.

◆피치공주가 대변신
무대의 특별한 장소에 가면 피치공주가 변신.
그 무대에 맞는 옷을 입은 피치공주는 능력도 변화합니다. 화려한 검술로 적과 맞서 싸우는 검사. 증거를 모아 범인을 찾는 탐정. 그 외에도 파티시에나 쿵후의 달인, 닌자나 카우걸 등 피치공주를 변신시키는 옷은 다양합니다.",['프린세스 피치 Showtime!'],한국닌텐도,"['https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/_/s/_showtime_.jpg', 'https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/_/s/_showtime_.jpg', 'https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/2/4/240108_1_princess_peach_showtime_1_.jpg', 'https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/_/s/_showtime_2_.jpg', 'https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/_/s/_showtime_3_.jpg', 'https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/2/4/240108_1_princess_peach_showtime_4_.jpg', 'https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/_/s/_showtime_5_.jpg']",['액션'],['switch']
MLB® The Show™ 24,https://store.nintendo.co.kr/70010000069922,2024-03-19,https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/b/7/b77a4d7290011650192b4336b7d2cc5bbfbd1c9222dc9f155c444b630affd2a2_1706515838.jpg,"예약구입 상품입니다.
자신의 순간을 펼치세요. 쇼를 지배하세요.
이 MLB The Show 24 에디션 구성:
• 본 게임
• The Show Pack 5개

자신의 순간을 펼치세요

이건 당신의 쇼입니다. 쇼를 지배할 준비 되셨나요?
야구계의 거물이 되기 위한 여정을 떠나세요. 이루고 싶은 업적이 무엇이든 MLB® The Show™ 24가 도와드립니다.
마이너 리그에서 메이저 리그로 진출해 큰물에서 놀 자격이 있다는 걸 증명하세요. 야구의 전설을 본받으며 그 영웅적 행동에서 영감을 받고 배운 것을 활용해 실력을 키울 수 있습니다. 중요한 순간 긴장을 가라앉히고 월드 시리즈 챔피언으로 불릴 자격을 얻으세요.
승리를 쟁취하고 패배 후에는 벌떡 일어나세요.
결과가 어떻든 최선을 다한 자에게 후회는 없습니다.

Storylines로 기념하는 역사
야구의 역사 속 야구 전설들을 기리며 알아보세요. Storylines 모드를 통해 야구의 과거로 가서 잘 알려지지 않은 야구 영웅들의 상징적인 순간을 재연하세요. 몰입감 있는 게임플레이를 통해 배워 나가며 영감을 얻고 자신만의 역사를 만들어 나가 커리어의 결정적 순간을 경험하세요.

Road to the Show
궁극의 야구 롤플레잉 게임에서 자신의 순간을 펼치며 커리어를 쌓아 나가세요. 야구 선수가 되어 마이너 리그에서 메이저 리그로 가는 여정에서 자신의 유산을 정의하세요.

Franchise
Franchise 모드에서 감독이 되어 팀을 월드 시리즈의 영광으로 이끄세요. March to October에서 더 깊이 있고 역동적인 게임플레이를 선사하는 새 기능을 경험하세요.

March to October
제일 좋아하는 팀을 관리하며 시즌 내의 핵심 순간에 집중하고 플레이오프와 다음 단계로 나아갈 수 있을지 확인해 보세요.

Diamond Dynasty
새로운 시즌으로 돌아오는 Diamond Dynasty에서 야구 역사의 시대를 아우르는 선수들로 구성된 환상의 팀을 만드세요. 선수 카드를 모으며 꿈의 선수단을 만들고 온라인과 오프라인에서 다른 플레이어와 대결하는 한편 팀의 외형을 커스터마이징하세요.*

멀티플레이어
친구들을 모아 크로스 플랫폼 플레이로 대결하세요.** 온라인에서 다른 플레이어와 겨루며 순위를 높이거나 온라인 협동 플레이로 함께 팀의 영예를 드높이세요. 교차 진행을 통해 다양한 콘솔 플랫폼에서 게임 진행을 이어 나가며 콘텐츠를 획득하고 사용할 수 있습니다.***
알림
이 소프트웨어에는 인터넷에 접속할 수 있는 환경과, Nintendo Switch Online 가입(유료)이 필요한 모드나 기능이 있습니다.",['MLB® The Show™ 24'],MLBAM,"['https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/b/7/b77a4d7290011650192b4336b7d2cc5bbfbd1c9222dc9f155c444b630affd2a2_1706515838.jpg', 'https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/b/7/b77a4d7290011650192b4336b7d2cc5bbfbd1c9222dc9f155c444b630affd2a2_1706515838.jpg', 'https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/b/0/b0edaf2fd478612b26f10f3c8266fdbae4c8858f8da6819ac4e03c7d185acc20_1706515838.jpg', 'https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/9/e/9e17a9510243f5699d056c9cacbb68866f0262f586e52ae524f8692a451d86f8_1706515838.jpg', 'https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/a/2/a21262f8d19587577e046fdccb508131cfa339d524b92179208c905756904b45_1706515838.jpg', 'https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/2/7/276fcac39a32ae9d985c7232497c14d9ef77844aa7b0dc2bd1d4063e133775b1_1706515838.jpg']","['스포츠', '시뮬레이션']",['switch']
Lawn Mowing Simulator,https://store.nintendo.co.kr/70010000070111,2024-03-14,https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/7/5/75acb699f6bc23fa7b6580407d1bcca20ebfde8e0ea78c96f2cd00f78295753f_1704960680.jpg,"예약구입 상품입니다.
귀하의 비즈니스를 성장시키세요
잔디를 다듬다
물리적으로 실제 같은 잔디깎기 경험
최대한 실제 같은 물리적 게임플레이를 즐길 수 있도록, 잔디깎이 기계에 올라타 운전하는 것 이상을 구현했습니다. 지면을 점검하고, 적절한 날 높이를 선택하고, 엔진 부하를 확인하는 것 모두가 일상적인 잔디깎이 작업의 일부죠. 또한 멀칭 키트, 스트라이프 롤러, 재생 처리기, 잔디 컬렉터, 프레일 덱과 같은 부속 장지는 현실감을 더욱 높여줍니다. 커리어 모드, 자유 모드, 챌린지 모드 중 선택해 다양한 계약을 수행하면서 실제와 같은 잔디깎기 경험을 해 보세요.

아름다운 영국의 시골 풍경
고풍스러운 영국 시골 마을 중심부에서 진행되는 Lawn Mowing Simulator에서는 다양하고 매혹적인 지역을 탐험할 수 있습니다. 계약에 따라 활기찬 주택가, 매력적인 녹지 오두막, 역사적인 성지, 거대한 승마장 등을 방문할 수 있습니다. 어디를 방문하든 당신의 잔디깎이 능력을 시험할 수 있는 뚜렷한 도전 과제를 제시하죠. 다양한 풍경에서 기술을 발휘해 믿음직한 잔디깎기 날의 리드미컬한 소리와 함께 깔끔한 캔버스를 만들어 보세요.

실제 라이선스를 받은 잔디깎이 기계 브랜드
Toro, SCAG, STIGA, EGO 등 오리지널 라이선스 잔디깎이 기계 브랜드의 기계들이 시각적으로도, 물리적으로도 놀라운 방식으로 재현되어 있습니다. 다양한 잔디깎이 기계 중 선택하세요. 각기 다른 과제, 부가 장비, 업그레이드를 통해 더욱 몰입감 넘치고 실제 같은 환경을 구현할 수 있습니다.

정확하고 세심한 비즈니스 관리
잔디 관리 비즈니스를 처음부터 구축해 보세요. 본사를 구매해 업그레이드하고, 직원을 고용하고, 광고를 구매하고, 비즈니스 성장과 확장을 위해 예산을 균형 있게 조정하세요.

얼른 시작하고 싶은 분들을 위한 빠른 깎기 모드
메뉴를 확인하거나, 특정 캠페인의 사전 조건을 거치지 않고 작업을 시작하고 싶은 분들을 위해 빠른 깎기 모드를 준비했습니다. 이 옵션을 선택하면 무작위로 선정된 맵과 시스템이 골라낸 다양한 캐릭터 및 잔디깎이 기계의 조합으로 바로 잔디깎기 작업을 시작하실 수 있습니다. 계약도, 캠페인도 없이 그냥 바로 플레이할 수 있죠.",['Lawn Mowing Simulator'],astragon,"['https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/7/5/75acb699f6bc23fa7b6580407d1bcca20ebfde8e0ea78c96f2cd00f78295753f_1704960680.jpg', 'https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/7/5/75acb699f6bc23fa7b6580407d1bcca20ebfde8e0ea78c96f2cd00f78295753f_1704960680.jpg', 'https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/a/c/acdbd7f1e99ec6c8609600f4e2897f4ec495afecfcc7362631caca8db4310382_1704960680.jpg', 'https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/5/3/53bdf9dd5d396fe1de34d4aeda92d5538bdeefc9500696a31c3e5e6e6bb16fbe_1704960680.jpg', 'https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/1/5/1542f36a5b5e71746bedac611e5274dba4d76a6ef98f586bdc2143ae33003ca4_1704960680.jpg', 'https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/b/3/b3b6ab6917a64abb2d3b26df4b1a5b52ec64ef3c125ab8ef7aef22742ff11969_1704960680.jpg', 'https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/5/2/5276bf2558502203f74acf4a297dc119acacec8ac4bf71513da0299acbc6430c_1704960680.jpg']","['전략', '시뮬레이션', '기타', '트레이닝']",['switch']
유니콘 오버로드(Unicorn Overlord),https://store.nintendo.co.kr/70010000065197,2024-03-08,https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/3/e/3e4a3aa351350e21e7fbb1c65698aab0cd4b37c6d62fc838952c62cfb8f6ae03_1694679105.jpg,"예약구입 상품입니다.
운명에 저항하는, 유대와 사랑의 환상 전기
ATLUS × VANILLAWARE가 도전하는 신생 시뮬레이션 RPG

망국의 왕자로 살아남아 해방군을 이끌게 된 당신은
거대한 악의 손아귀에 떨어진 세계를 해방하기 위해
일각수의 반지를 되찾고 백성을 지키기 위해 일어선다.

광대한 세계를 자유롭게 누비며 동료를 만나, 육성하고, 지휘하여
함께 각지를 해방해 나가는 새로운 감각의 시뮬레이션 RPG!

인간, 엘프, 수인, 천사 등 동료 캐릭터는 무려 60명 이상!
각기 다른 종족과 병종의 동료를 자유롭게 편성하여 싸워라!

온라인 투기장에서 랭킹 1위를 목표로 전 세계의 플레이어와 대전하라!
최강의 부대를 이루는 것은 바로 당신이다!

※본 상품이 포함된 세트 상품도 있습니다. 중복 구매에 주의하시기 바랍니다.
알림
예약 구매 특전 'ATLUS × VANILLAWARE 문장 세트'
아군의 깃발을 『오딘 스피어』, 『드래곤즈 크라운』, 『13기병방위권』의 문장 디자인으로 커스터마이즈 가능한, 팬이라면 절대 놓칠 수 없는 DLC 세트입니다.
※2024년 3월 7일 23:59까지 구매하시면 본 특전이 증정됩니다.",['유니콘 오버로드(Unicorn Overlord)'],SEGA,"['https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/3/e/3e4a3aa351350e21e7fbb1c65698aab0cd4b37c6d62fc838952c62cfb8f6ae03_1694679105.jpg', 'https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/3/e/3e4a3aa351350e21e7fbb1c65698aab0cd4b37c6d62fc838952c62cfb8f6ae03_1694679105.jpg', 'https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/2/4/240108_1_switch___1__.jpg', 'https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/2/4/240108_2_switch___2__.jpg', 'https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/2/4/240108_3_switch___3__.jpg', 'https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/2/4/240108_4_switch___4__.jpg', 'https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/2/4/240108_5_switch___5__.jpg']","['RPG', '전략', '시뮬레이션']",['switch']
Ufouria: The Saga 2,https://store.nintendo.co.kr/70010000074078,2024-02-29,https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/4/2/42235d1e3d89fa23693d6428ff58b14a68530e2c731cfc5358ac1c63592bc4cd_1706604083.jpg,"예약구입 상품입니다.
SUNSOFT의 Ufouria가 돌아왔습니다!
오리지널 게임의 괴상한 세계와 캐릭터가 매력 넘치는 핸드메이드 펠트 공예 디자인으로 다시 탄생했습니다!
안뇽! 모두 잘 지냈나요?
SUNSOFT의 Ufouria가 돌아왔습니다!

- 오리지널 ""Ufouria""의 진정한 진화!
보송보송 보들보들한 작품으로 다시 만든 Ufouria 세계를 마음껏 휘저어 보세요. 오리지널 게임의 믿음직한 동료가 이번 탐험형 액션 횡스크롤 게임에서도 함께합니다. 물론 Ufouria를 처음 만나시는 분들도 환영해요!

- 사랑을 가득 담아 제작된 괴상한 Ufouria 세계!
오리지널 게임의 그리운 캐릭터와 스테이지가 돌아왔습니다. 예전 픽셀 아트에서 매력 넘치는 핸드메이드 펠트 공예가 되었습니다. 쇠구슬 작품 역시 추억의 오리지널 픽셀 아트를 존중하였습니다.
오리지널 팬이라면 비슷한 점과 다른 점을 모두 찾아보세요!

- 플레이할 때마다 코스가 달라진다고요!?
오리지널 게임의 다양한 스테이지가 이제는 진입할 때마다 랜덤하게 바뀌어 매번 새로운 도전을 선사합니다! 동료로 합류하는 캐릭터는 더 많은 지역에 닿을 수 있게 도와줍니다. 오리지널 게임에는 없었던 지역도 찾을 수 있을 겁니다...

- 이제 포풍은 아주 강력한 청소 요원입니다!
오리지널에 없었던 새로운 위협... 기분 나쁨 부묭이 나타납니다! 문제아 부묭은 모든 사물과 인간에 달라붙어 말썽을 일으킵니다. 하지만 헤베와 동료들은 어떻게든 포풍으로 완벽하게 대처할 수 있습니다. 지구를 어지럽히는 부묭을 치우고 우츠징의 사악한 계획윽 막으세요!

*헤베의 집을 처음으로 선보입니다!
*Ufouria 아트북에서만 선보였던 레어 캐릭터도 만나보세요!
*수집 기능으로 적과 숨겨진 이야기를 읽어볼 수 있습니다!",['Ufouria: The Saga 2'],SUNSOFT,"['https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/4/2/42235d1e3d89fa23693d6428ff58b14a68530e2c731cfc5358ac1c63592bc4cd_1706604083.jpg', 'https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/4/2/42235d1e3d89fa23693d6428ff58b14a68530e2c731cfc5358ac1c63592bc4cd_1706604083.jpg', 'https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/3/9/395272ffeb99307045aa30f29256bda1a09245d0eb0fc66bfd0104374746984c_1706604083.jpg', 'https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/3/0/3047e9a610f62a995c3f207a163764a42e8b9a05efb8fad6d35e4b9a01ad3311_1706604083.jpg', 'https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/a/d/ada4b350e056075661190ca798f84a6e948deb55e3c36648a8a080b1cf161f4f_1706604083.jpg', 'https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/2/0/2048d52baee94da5b8c63cdd7b94f82fff3731f421ede1b37208318cd4e12d6d_1706604083.jpg', 'https://store.nintendo.co.kr/media/catalog/product/cache/8e3c84988db1fdb90470f4d01453d879/c/1/c15e5e45d833215f1b75c926cd4e034bd19626b3b87405ed37bec16507cce3c5_1706604083.jpg']","['액션', '어드벤처', '아케이드', '격투']",['switch']
